OrdersID,Order No,Part Number,Part Name,Operation Number,Operation Name,Resource Group,Required Resource,Setup Time,Time Per Item,Sales Order,Quantity,Due Date,Batch Time,Process Time Type,Tonnage,Cycle Type,Volume Occupancy,Klin Type,Firing buffer,MTS/MTO,MTS/MTO priority,Que Time,Pressing buffer,Wheel Dia,Wheel thickness,Week start,pressing batch+date
1,120192756,123456789,product_name,100,Mixer Vitrified 80 Kg Single Bowl 1st,MIXER,Select From Group,25,18.483,197600270,120,27-09-2025,,Time Per Item,,,103.2,,,,,,,TS606,,,02-09-2025
2,120192756,123456789,product_name,200,Press Stones 300 Ton 1st A Arm,PRESS,Select From Group,15,298.617,197600270,120,27-09-2025,,Time Per Item,,,103.2,,,,,,,TS606,,,02-09-2025
3,120192756,123456789,product_name,201,Press Stones 300 Ton 1st B Arm,PRESS,Select From Group,0,0,197600270,120,27-09-2025,,Time Per Item,,,103.2,,,,,,,TS606,,,02-09-2025
4,120192756,123456789,product_name,290,Loading PTK,LOADPTK,Select From Group,0,0,197600270,120,27-09-2025,,Time Per Item,,,103.2,,,,,,,TS606,,,02-09-2025
5,120192756,123456789,product_name,291,Loading Bickley,LOADBICK,Select From Group,0,0,197600270,120,27-09-2025,,Time Per Item,,,103.2,,,,,,,TS606,,,02-09-2025
6,120192756,123456789,product_name,300,PTK Tunnel Kilns,TUNELKLN,Select From Group,0,10080,197600270,120,27-09-2025,10080,Time Per Batch,,HT093,103.2,Tunnel,,,,,,TS606,,,02-09-2025
7,120192756,123456789,product_name,310,Unloading PTK,ULDPTK,Select From Group,0,0,197600270,120,27-09-2025,,Time Per Item,,,103.2,,,,,,,TS606,,,02-09-2025
8,120192756,123456789,product_name,311,Unloading bickley,ULDBICK,Select From Group,0,0,197600270,120,27-09-2025,,Time Per Item,,,103.2,,,,,,,TS606,,,02-09-2025
9,120192756,123456789,product_name,390,Pre inspection,PREINSPC,Select From Group,0,4,197600270,120,27-09-2025,,Time Per Item,,,103.2,,,,,,,TS606,,,02-09-2025
10,120192756,123456789,product_name,395,KILN ACKNOWLEDGE,KILNACK,Select From Group,0,0,197600270,120,27-09-2025,,Time Per Item,,,103.2,,,,,,,TS606,,,02-09-2025
11,120192756,123456789,product_name,400,Finishing Hand Cleaning,FINISHING,Select From Group,0,120,197600270,120,27-09-2025,,Time Per Item,,,103.2,,,,,,,TS606,,,02-09-2025
12,120192756,123456789,product_name,490,Final inspection,FININSPC,Select From Group,0,3,197600270,120,27-09-2025,,Time Per Item,,,103.2,,,,,,,TS606,,,02-09-2025
13,120192756,123456789,product_name,500,Packing Stones 1st All,PACKING,Select From Group,0,178.8,197600270,120,27-09-2025,,Time Per Item,,,103.2,,,,,,,TS606,,,02-09-2025
14,120194086,123456789,product_name,100,Mixer Vitrified 2 Kg Baby mixer 1st,MIXER,Select From Group,20,11.233,197600270,200,27-09-2025,,Time Per Item,,,0.6,,,,,,,SLAB DIE,,,02-09-2025
15,120194086,123456789,product_name,200,Press Stones 300 Ton 1st A Arm,PRESS,Select From Group,15,7.467,197600270,200,27-09-2025,,Time Per Item,,,0.6,,,,,,,SLAB DIE,,,02-09-2025
16,120194086,123456789,product_name,290,Loading PTK,LOADPTK,Select From Group,0,0,197600270,200,27-09-2025,,Time Per Item,,,0.6,,,,,,,SLAB DIE,,,02-09-2025
17,120194086,123456789,product_name,291,Loading Bickley,LOADBICK,Select From Group,0,0,197600270,200,27-09-2025,,Time Per Item,,,0.6,,,,,,,SLAB DIE,,,02-09-2025
18,120194086,123456789,product_name,300,PTK Tunnel Kilns,TUNELKLN,Select From Group,0,10080,197600270,200,27-09-2025,10080,Time Per Batch,,HT093,0.6,Tunnel,,,,,,SLAB DIE,,,02-09-2025
19,120194086,123456789,product_name,310,Unloading PTK,ULDPTK,Select From Group,0,0,197600270,200,27-09-2025,,Time Per Item,,,0.6,,,,,,,SLAB DIE,,,02-09-2025
20,120194086,123456789,product_name,311,Unloading bickley,ULDBICK,Select From Group,0,0,197600270,200,27-09-2025,,Time Per Item,,,0.6,,,,,,,SLAB DIE,,,02-09-2025
21,120194086,123456789,product_name,390,Pre inspection,PREINSPC,Select From Group,0,4,197600270,200,27-09-2025,,Time Per Item,,,0.6,,,,,,,SLAB DIE,,,02-09-2025
22,120194086,123456789,product_name,395,KILN ACKNOWLEDGE,KILNACK,Select From Group,0,0,197600270,200,27-09-2025,,Time Per Item,,,0.6,,,,,,,SLAB DIE,,,02-09-2025
23,120194086,123456789,product_name,400,External Slab Cutting Domestic,SLABCUT1,Select From Group,0,0,197600270,200,27-09-2025,,Time Per Item,,,0.6,,,,,,,SLAB DIE,,,02-09-2025
24,120194086,123456789,product_name,410,Finishing Sulphur Treatment,FINISHING,Select From Group,0,8.083,197600270,200,27-09-2025,,Time Per Item,,,0.6,,,,,,,SLAB DIE,,,02-09-2025
25,120194086,123456789,product_name,490,Final inspection,FININSPC,Select From Group,0,5,197600270,200,27-09-2025,,Time Per Item,,,0.6,,,,,,,SLAB DIE,,,02-09-2025
26,120194086,123456789,product_name,500,Packing Stones 1st All,PACKING,Select From Group,0,299.483,197600270,200,27-09-2025,,Time Per Item,,,0.6,,,,,,,SLAB DIE,,,02-09-2025
27,120194612,123456789,product_name,100,Mixer Vitrified 200 Kg Single Bowl 1st,MIXER,Select From Group,30,37.85,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
28,120194612,123456789,product_name,200,Press Large Wheel 1200 Ton 1st A Arm,PRESS,Select From Group,9,127.617,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
29,120194612,123456789,product_name,250,Air drying,AIRDRY,Select From Group,0,0,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
30,120194612,123456789,product_name,260,Dryers,DRYER,Select From Group,0,0,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
31,120194612,123456789,product_name,290,Loading Bickley,LOADBICK,Select From Group,0,0,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
32,120194612,123456789,product_name,300,Bickley Batch Kilns,BATCHKLN,Select From Group,0,8100,197600270,20,28-06-2025,8100,Time Per Batch,,102VT,312.18,Batch,,,,,,450-F,,,03-06-2025
33,120194612,123456789,product_name,310,Unloading bickley,ULDBICK,Select From Group,0,0,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
34,120194612,123456789,product_name,390,Pre inspection,PREINSPC,Select From Group,0,10,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
35,120194612,123456789,product_name,395,KILN ACKNOWLEDGE,KILNACK,Select From Group,0,0,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
36,120194612,123456789,product_name,400,Finishing Thickness Bando 42,FINISHING,Select From Group,0,20.35,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
37,120194612,123456789,product_name,401,Finishing Thickness Tokimotto 74,FINISHING,Select From Group,0,0,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
38,120194612,123456789,product_name,410,Finishing Bore Cementing 67,FINISHING,Select From Group,0,15.883,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
39,120194612,123456789,product_name,420,Finishing Blanchart Dry RSG 40,FINISHING,Select From Group,0,12.033,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
40,120194612,123456789,product_name,430,Finishing Diameter DB 1200 24,FINISHING,Select From Group,0,261.883,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
41,120194612,123456789,product_name,431,Finishing Diameter DS 44,FINISHING,Select From Group,0,0,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
42,120194612,123456789,product_name,440,Finishing Bore Inspection,FINISHING,Select From Group,0,0,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
43,120194612,123456789,product_name,470,BALANCE CHECKING,BALANCIN,Select From Group,0,6,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
44,120194612,123456789,product_name,490,Final inspection,FININSPC,Select From Group,0,5,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
45,120194612,123456789,product_name,500,Packing Large Wheel 1st Dia <= 500,PACKING,Select From Group,0,105.2,197600270,20,28-06-2025,,Time Per Item,,,312.18,,,,,,,450-F,,,03-06-2025
46,120214303,123456789,product_name,100,Mixer Vitrified 150 Kg Single Bowl 1st,MIXER,Select From Group,30,8.35,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
47,120214303,123456789,product_name,200,Press Large Wheel 3000 Ton 1st A Arm,PRESS,Select From Group,20,55.05,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
48,120214303,123456789,product_name,250,Air drying,AIRDRY,Select From Group,0,0,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
49,120214303,123456789,product_name,260,Dryers,DRYER,Select From Group,0,0,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
50,120214303,123456789,product_name,290,Loading PTK,LOADPTK,Select From Group,0,0,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
51,120214303,123456789,product_name,291,Loading Bickley,LOADBICK,Select From Group,0,0,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
52,120214303,123456789,product_name,300,PTK Tunnel Kilns,TUNELKLN,Select From Group,0,10080,197600270,1,27-09-2025,10080,Time Per Batch,,HT153,122.196,Tunnel,,,,,,600-N,,,02-09-2025
53,120214303,123456789,product_name,310,Unloading PTK,ULDPTK,Select From Group,0,0,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
54,120214303,123456789,product_name,311,Unloading bickley,ULDBICK,Select From Group,0,0,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
55,120214303,123456789,product_name,390,Pre inspection,PREINSPC,Select From Group,0,5.5,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
56,120214303,123456789,product_name,395,KILN ACKNOWLEDGE,KILNACK,Select From Group,0,0,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
57,120214303,123456789,product_name,400,Finishing Thickness Bando 42,FINISHING,Select From Group,0,4.333,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
58,120214303,123456789,product_name,401,Finishing Thickness Tokimotto 74,FINISHING,Select From Group,0,0,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
59,120214303,123456789,product_name,410,Finishing ALL CNC VTL 62,FINISHING,Select From Group,0,18.533,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
60,120214303,123456789,product_name,411,Finishing Diameter DB 600 17,FINISHING,Select From Group,0,0,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
61,120214303,123456789,product_name,420,Finishing Blanchart Dry RSG 40,FINISHING,Select From Group,0,0.6,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
62,120214303,123456789,product_name,430,Finishing Diameter DB 1200 24,FINISHING,Select From Group,0,11.283,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
63,120214303,123456789,product_name,431,Finishing Diameter DS 44,FINISHING,Select From Group,0,0,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
64,120214303,123456789,product_name,440,Finishing Bore Inspection,FINISHING,Select From Group,0,0,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
65,120214303,123456789,product_name,470,BALANCE CHECKING,BALANCIN,Select From Group,0,2,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
66,120214303,123456789,product_name,490,Final inspection,FININSPC,Select From Group,0,2.5,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
67,120214303,123456789,product_name,500,Packing Large Wheel 1st Dia <= 500,PACKING,Select From Group,0,9.233,197600270,1,27-09-2025,,Time Per Item,,,122.196,,,,,,,600-N,,,02-09-2025
68,120216051,123456789,product_name,100,Mixer Vitrified 80 Kg Erich Mixer 1st,MIXER,Select From Group,25,21.45,197600270,250,27-09-2025,,Time Per Item,,,26.5,,,,,,,HS120,,,02-09-2025
69,120216051,123456789,product_name,200,Press Stones 300 Ton 1st A Arm,PRESS,Select From Group,15,89.583,197600270,250,27-09-2025,,Time Per Item,,,26.5,,,,,,,HS120,,,02-09-2025
70,120216051,123456789,product_name,290,Loading PTK,LOADPTK,Select From Group,0,0,197600270,250,27-09-2025,,Time Per Item,,,26.5,,,,,,,HS120,,,02-09-2025
71,120216051,123456789,product_name,291,Loading Bickley,LOADBICK,Select From Group,0,0,197600270,250,27-09-2025,,Time Per Item,,,26.5,,,,,,,HS120,,,02-09-2025
72,120216051,123456789,product_name,300,PTK Tunnel Kilns,TUNELKLN,Select From Group,0,10080,197600270,250,27-09-2025,10080,Time Per Batch,,HT093,26.5,Tunnel,,,,,,HS120,,,02-09-2025
73,120216051,123456789,product_name,310,Unloading PTK,ULDPTK,Select From Group,0,0,197600270,250,27-09-2025,,Time Per Item,,,26.5,,,,,,,HS120,,,02-09-2025
74,120216051,123456789,product_name,311,Unloading bickley,ULDBICK,Select From Group,0,0,197600270,250,27-09-2025,,Time Per Item,,,26.5,,,,,,,HS120,,,02-09-2025
75,120216051,123456789,product_name,390,Pre inspection,PREINSPC,Select From Group,0,4,197600270,250,27-09-2025,,Time Per Item,,,26.5,,,,,,,HS120,,,02-09-2025
76,120216051,123456789,product_name,395,KILN ACKNOWLEDGE,KILNACK,Select From Group,0,0,197600270,250,27-09-2025,,Time Per Item,,,26.5,,,,,,,HS120,,,02-09-2025
77,120216051,123456789,product_name,400,Finishing Hand Cleaning,FINISHING,Select From Group,0,252,197600270,250,27-09-2025,,Time Per Item,,,26.5,,,,,,,HS120,,,02-09-2025
78,120216051,123456789,product_name,490,Final inspection,FININSPC,Select From Group,0,5,197600270,250,27-09-2025,,Time Per Item,,,26.5,,,,,,,HS120,,,02-09-2025
79,120216051,123456789,product_name,500,Packing Stones 1st All,PACKING,Select From Group,0,375.483,197600270,250,27-09-2025,,Time Per Item,,,26.5,,,,,,,HS120,,,02-09-2025
80,120216052,123456789,product_name,100,Mixer Vitrified 80 Kg Erich Mixer 1st,MIXER,Select From Group,25,21.45,197600270,150,27-09-2025,,Time Per Item,,,15.9,,,,,,,HS120,,,02-09-2025
81,120216052,123456789,product_name,200,Press Stones 300 Ton 1st A Arm,PRESS,Select From Group,15,54.75,197600270,150,27-09-2025,,Time Per Item,,,15.9,,,,,,,HS120,,,02-09-2025
82,120216052,123456789,product_name,290,Loading PTK,LOADPTK,Select From Group,0,0,197600270,150,27-09-2025,,Time Per Item,,,15.9,,,,,,,HS120,,,02-09-2025
83,120216052,123456789,product_name,291,Loading Bickley,LOADBICK,Select From Group,0,0,197600270,150,27-09-2025,,Time Per Item,,,15.9,,,,,,,HS120,,,02-09-2025
84,120216052,123456789,product_name,300,PTK Tunnel Kilns,TUNELKLN,Select From Group,0,10080,197600270,150,27-09-2025,10080,Time Per Batch,,HT093,15.9,Tunnel,,,,,,HS120,,,02-09-2025
85,120216052,123456789,product_name,310,Unloading PTK,ULDPTK,Select From Group,0,0,197600270,150,27-09-2025,,Time Per Item,,,15.9,,,,,,,HS120,,,02-09-2025
86,120216052,123456789,product_name,311,Unloading bickley,ULDBICK,Select From Group,0,0,197600270,150,27-09-2025,,Time Per Item,,,15.9,,,,,,,HS120,,,02-09-2025
87,120216052,123456789,product_name,390,Pre inspection,PREINSPC,Select From Group,0,4,197600270,150,27-09-2025,,Time Per Item,,,15.9,,,,,,,HS120,,,02-09-2025
88,120216052,123456789,product_name,395,KILN ACKNOWLEDGE,KILNACK,Select From Group,0,0,197600270,150,27-09-2025,,Time Per Item,,,15.9,,,,,,,HS120,,,02-09-2025
89,120216052,123456789,product_name,400,Finishing Hand Cleaning,FINISHING,Select From Group,0,154,197600270,150,27-09-2025,,Time Per Item,,,15.9,,,,,,,HS120,,,02-09-2025
90,120216052,123456789,product_name,490,Final inspection,FININSPC,Select From Group,0,3,197600270,150,27-09-2025,,Time Per Item,,,15.9,,,,,,,HS120,,,02-09-2025
91,120216052,123456789,product_name,500,Packing Stones 1st All,PACKING,Select From Group,0,229.467,197600270,150,27-09-2025,,Time Per Item,,,15.9,,,,,,,HS120,,,02-09-2025
92,120238157,123456789,product_name,100,Mixer Vitrified 150 Kg Single Bowl 1st,MIXER,Select From Group,30,8.35,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
93,120238157,123456789,product_name,200,Press Large Wheel 3000 Ton 1st A Arm,PRESS,Select From Group,20,110.1,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
94,120238157,123456789,product_name,250,Air drying,AIRDRY,Select From Group,0,0,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
95,120238157,123456789,product_name,260,Dryers,DRYER,Select From Group,0,0,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
96,120238157,123456789,product_name,290,Loading PTK,LOADPTK,Select From Group,0,0,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
97,120238157,123456789,product_name,291,Loading Bickley,LOADBICK,Select From Group,0,0,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
98,120238157,123456789,product_name,300,PTK Tunnel Kilns,TUNELKLN,Select From Group,0,10080,197600270,2,04-10-2025,10080,Time Per Batch,,HT126,127.844,Tunnel,,,,,,750-J,,,09-09-2025
99,120238157,123456789,product_name,310,Unloading PTK,ULDPTK,Select From Group,0,0,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
100,120238157,123456789,product_name,311,Unloading bickley,ULDBICK,Select From Group,0,0,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
101,120238157,123456789,product_name,390,Pre inspection,PREINSPC,Select From Group,0,9,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
102,120238157,123456789,product_name,395,KILN ACKNOWLEDGE,KILNACK,Select From Group,0,0,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
103,120238157,123456789,product_name,400,Finishing Thickness Bando 42,FINISHING,Select From Group,0,5.817,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
104,120238157,123456789,product_name,401,Finishing Thickness Tokimotto 74,FINISHING,Select From Group,0,0,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
105,120238157,123456789,product_name,410,Finishing Bore Cementing 67,FINISHING,Select From Group,0,4.483,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
106,120238157,123456789,product_name,420,Finishing Blanchart Dry RSG 40,FINISHING,Select From Group,0,1.2,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
107,120238157,123456789,product_name,430,Finishing Diameter DB 1200 24,FINISHING,Select From Group,0,1.067,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
108,120238157,123456789,product_name,431,Finishing Diameter DS 44,FINISHING,Select From Group,0,0,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
109,120238157,123456789,product_name,440,Finishing Bore Inspection,FINISHING,Select From Group,0,0,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
110,120238157,123456789,product_name,470,BALANCE CHECKING,BALANCIN,Select From Group,0,4,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
111,120238157,123456789,product_name,490,Final inspection,FININSPC,Select From Group,0,5,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
112,120238157,123456789,product_name,500,Packing Large Wheel 2nd Conveyor,PACKING,Select From Group,0,19.5,197600270,2,04-10-2025,,Time Per Item,,,127.844,,,,,,,750-J,,,09-09-2025
113,120265271,123456789,product_name,100,Mixer Vitrified 80 Kg Single Bowl 1st,MIXER,Select From Group,25,9.233,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
114,120265271,123456789,product_name,200,Press Large Wheel 600 Ton 1st A Arm,PRESS,Select From Group,10.5,14.233,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
115,120265271,123456789,product_name,201,Press Large Wheel 600 Ton 1st B Arm,PRESS,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
116,120265271,123456789,product_name,250,Air drying,AIRDRY,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
117,120265271,123456789,product_name,260,Dryers,DRYER,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
118,120265271,123456789,product_name,290,Loading PTK,LOADPTK,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
119,120265271,123456789,product_name,291,Loading Bickley,LOADBICK,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
120,120265271,123456789,product_name,300,PTK Tunnel Kilns,TUNELKLN,Select From Group,0,10080,197600270,3,27-09-2025,10080,Time Per Batch,,HT093,38.283,Tunnel,,,,,,410-F,,,02-09-2025
121,120265271,123456789,product_name,310,Unloading PTK,ULDPTK,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
122,120265271,123456789,product_name,311,Unloading bickley,ULDBICK,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
123,120265271,123456789,product_name,390,Pre inspection,PREINSPC,Select From Group,0,14,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
124,120265271,123456789,product_name,395,KILN ACKNOWLEDGE,KILNACK,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
125,120265271,123456789,product_name,400,Finishing Thickness Bando 42,FINISHING,Select From Group,0,3.05,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
126,120265271,123456789,product_name,401,Finishing Thickness Tokimotto 74,FINISHING,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
127,120265271,123456789,product_name,410,Finishing Bore Cementing 67,FINISHING,Select From Group,0,4.35,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
128,120265271,123456789,product_name,420,Finishing Diameter DB 1200 24,FINISHING,Select From Group,0,27.583,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
129,120265271,123456789,product_name,421,Finishing Diameter DS 44,FINISHING,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
130,120265271,123456789,product_name,430,Finishing Diameter DB 600 17,FINISHING,Select From Group,0,2.083,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
131,120265271,123456789,product_name,431,Finishing Diameter & Bore DB 600 - 30,FINISHING,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
132,120265271,123456789,product_name,432,Finishing Bore & Recess DR 90,FINISHING,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
133,120265271,123456789,product_name,433,Finishing ALL CNC VTL 62,FINISHING,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
134,120265271,123456789,product_name,440,Finishing Bore Inspection,FINISHING,Select From Group,0,0,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
135,120265271,123456789,product_name,470,BALANCE CHECKING,BALANCIN,Select From Group,0,15,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
136,120265271,123456789,product_name,480,SPEED TEST,SPEEDTST,Select From Group,0,10,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
137,120265271,123456789,product_name,490,Final inspection,FININSPC,Select From Group,0,13,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
138,120265271,123456789,product_name,500,Packing Large Wheel 1st Dia <= 500,PACKING,Select From Group,0,12.083,197600270,3,27-09-2025,,Time Per Item,,,38.283,,,,,,,410-F,,,02-09-2025
139,120288504,123456789,product_name,100,Mixer Vitrified 80 Kg Single Bowl 1st,MIXER,Select From Group,25,9.233,197600270,4,04-10-2025,,Time Per Item,,,29.232,,,,,,,400-D,,,09-09-2025
140,120288504,123456789,product_name,110,Mixer Vitrified 80 Kg Single Bowl 1st,MIXER,Select From Group,25,9.233,197600270,4,04-10-2025,,Time Per Item,,,29.232,,,,,,,400-D,,,09-09-2025
141,120288504,123456789,product_name,200,Press Large Wheel 600 Ton 1st A Arm,PRESS,Select From Group,10.5,18.25,197600270,4,04-10-2025,,Time Per Item,,,29.232,,,,,,,400-D,,,09-09-2025
142,120288504,123456789,product_name,201,Press Large Wheel 600 Ton 1st B Arm,PRESS,Select From Group,0,0,197600270,4,04-10-2025,,Time Per Item,,,29.232,,,,,,,400-D,,,09-09-2025
143,120288504,123456789,product_name,250,Air drying,AIRDRY,Select From Group,0,0,197600270,4,04-10-2025,,Time Per Item,,,29.232,,,,,,,400-D,,,09-09-2025
144,120288504,123456789,product_name,260,Dryers,DRYER,Select From Group,0,0,197600270,4,04-10-2025,,Time Per Item,,,29.232,,,,,,,400-D,,,09-09-2025
145,120288504,123456789,product_name,290,Loading Bickley,LOADBICK,Select From Group,0,0,197600270,4,04-10-2025,,Time Per Item,,,29.232,,,,,,,400-D,,,09-09-2025
146,120288504,123456789,product_name,300,Bickley Batch Kilns,BATCHKLN,Select From Group,0,4980,197600270,4,04-10-2025,4980,Time Per Batch,,65VT,29.232,Batch,,,,,,400-D,,,09-09-2025
147,120288504,123456789,product_name,310,Unloading bickley,ULDBICK,Select From Group,0,0,197600270,4,04-10-2025,,Time Per Item,,,29.232,,,,,,,400-D,,,09-09-2025
148,120288504,123456789,product_name,390,Pre inspection,PREINSPC,Select From Group,0,14,197600270,4,04-10-2025,,Time Per Item,,,29.232,,,,,,,400-D,,,09-09-2025
149,120288504,123456789,product_name,395,KILN ACKNOWLEDGE,KILNACK,Select From Group,0,0,197600270,4,04-10-2025,,Time Per Item,,,29.232,,,,,,,400-D,,,09-09-2025
